t,y,theta
10.950000000000001,13.644587114566749,13.599619731484834
11.0,14.452957622810244,13.627282597705369
11.05,13.195624652136056,13.820386998752074
11.100000000000001,14.179382992776844,14.122186599624436
11.15,14.219707286539087,14.100473560379697
11.200000000000001,14.793877878258662,14.026852006711682
11.25,14.213061768088929,14.07020916388067
11.3,14.75023463960561,14.14428063323986
11.350000000000001,13.872555695158086,14.419496667600797
11.4,14.830730032498094,14.614686530628981
11.450000000000001,14.806858869503587,14.746073678205127
11.5,14.728679617807167,14.811144054410626
11.55,15.910778505637131,14.979466501209583
11.600000000000001,14.874931146260971,14.920378561155692
11.65,15.168526336877225,14.928052379854742
11.700000000000001,15.165722213883475,14.72310015874437
11.75,15.544777006420691,14.787077730139847
11.8,14.282461699330883,14.869155017618848
11.850000000000001,15.272037475484629,14.981213870303218
11.9,14.66940340927653,15.089912737329824
11.950000000000001,14.878229608949542,15.182188262501606
12.0,14.641327678529533,15.224489195552312
12.05,15.453421176533238,15.29200876032291
12.100000000000001,15.41086973472157,15.240552302403783
12.15,15.62777587744589,15.12989114217483
12.200000000000001,15.629858191104539,15.193608396590589
12.25,14.57310588706642,15.129493775708356
12.3,14.585468300395009,15.033840403772126
12.350000000000001,14.785706702027381,15.280794608964495
12.4,15.366458142270703,15.055615144278512
12.450000000000001,14.601921311583759,15.103371104741447
12.5,15.315956929133343,15.261221972801703
12.55,15.265010955218804,15.276361155594866
12.600000000000001,15.126468269523473,15.34012871265338
12.65,14.938074420127911,15.466437878826053
12.700000000000001,15.185639851008665,15.451606124226881
12.75,15.352048447065835,15.633061969226368
12.8,16.47034896820967,15.766310650443454
12.850000000000001,15.567588080807145,15.858473261887207
12.9,15.638552541627844,15.87734853284579
12.950000000000001,16.279995618751254,15.873619377267246
13.0,15.493287849400788,15.856239971162275
13.05,16.098351670621312,15.884884052318057
13.100000000000001,15.862825256827682,15.814340706744598
13.15,15.505496393997415,15.898858948921195
13.200000000000001,16.27904123593571,15.894752073522136
13.25,15.546159971414832,15.971037840832246
13.3,15.491720609045958,16.027010560708245
13.350000000000001,16.48287147029062,16.106713571413042
13.4,16.215498360120783,16.220771124492323
13.450000000000001,15.637093478921258,16.211784010510115
13.5,16.436910320342545,16.31333003434655
13.55,16.92811809300839,16.23138406648215
13.600000000000001,16.969338619071568,16.326911282251874
13.65,16.82875970187102,16.41464449919977
13.700000000000001,16.912322584429155,16.37796702710326
13.75,15.930644270504605,16.17702039949977
13.8,16.36217059592243,16.2918616094242
13.850000000000001,15.646964131946875,16.451354752741405
13.9,16.191410272203136,16.396144013725515
13.950000000000001,16.384560276135627,16.56152504941798
14.0,16.293830021585908,16.65891057611425
14.05,16.56733283462461,16.704749106572347
14.100000000000001,17.452711381491216,16.83414601709244
14.15,16.157813813307055,16.72602915204762
14.200000000000001,16.8061534280957,16.596476185281
14.25,16.513085283531787,16.613206198437297
14.3,17.23097801640643,16.604171609743233
14.350000000000001,16.67648863222422,16.437071743677784
14.4,16.114726169855107,16.58683547429883
14.450000000000001,16.419571327988905,16.81333206159353
14.5,16.551255839051585,16.9228020053457
14.55,16.934089008240946,16.92807352975924
14.600000000000001,16.940649749833824,16.92175564154018
14.65,17.136150050686346,17.004873081925755
14.700000000000001,17.456829815918613,17.127484987816985
14.75,17.08420699333235,17.160669583981992
14.8,16.689507356293888,17.23619537387979
14.850000000000001,17.25431319802791,17.318765936709145
14.9,18.038665901778952,17.3505841133078
14.950000000000001,17.680342605123222,17.425959363851668
15.0,17.746924721886163,17.2512734695875
15.05,17.509021647664934,17.33638244317458
15.100000000000001,16.99268055587626,17.29083138726374
15.15,16.182250363616614,17.24908438652624
15.200000000000001,17.545628061729087,17.455038594609814
15.25,17.977158840517507,17.45760034943431
15.3,17.688645573769268,17.564238160476936
15.350000000000001,17.331853190456396,17.609062385455772
15.4,17.185051053112673,17.844284919228325
15.450000000000001,17.253074921588738,17.827284550024597
15.5,16.97209731351069,17.9006572204745
15.55,18.240838439486918,18.047996989592452
15.600000000000001,17.60435606222158,18.237546036136557
15.65,17.84017844327597,18.456348769714076
15.700000000000001,18.570248520495525,18.399500836902213
15.75,18.441941587353366,18.494027381889403
15.8,18.843442155013665,18.60467119192783
15.850000000000001,18.92596219324352,18.643890531627964
15.9,18.16596036751571,18.72906287214522
15.950000000000001,19.463781337762384,19.01746611488856
16.0,19.272206106963733,18.97336159295334
16.05,18.700695677086483,19.100894946917542
16.1,19.103346738842802,19.15655715914008
16.150000000000002,19.74565251511817,19.226364894911118
16.2,19.12228097541565,19.205752071485282
16.25,20.004458848621873,19.333246990946257
16.3,18.853147041941437,19.290960279077858
16.35,19.319344158379494,19.269182578332906
16.400000000000002,19.404784261065657,19.23071944322247
16.45,19.094432302322247,19.39355025460507
16.5,19.839170091761133,19.533804791820277
16.55,20.02367405075121,19.65271877793733
16.6,19.997757396791634,19.68348993865811
16.650000000000002,20.13070566712843,19.691379699457944
16.7,19.61440809850137,19.673656641744664
16.75,19.612295114386285,19.656662128021836
16.8,20.29269759123295,19.657803616047648
16.85,19.611237104015647,19.788070297900532
16.900000000000002,19.75361729927663,19.822709810256818
16.95,20.497701434450416,20.01758676433913
17.0,20.778233952518782,19.986786469354467
17.05,19.855292518913107,20.12167010792332
17.1,20.345962184099832,20.093921044840936
17.150000000000002,20.221096020172897,20.144613902921698
17.2,19.764548423886165,20.025691206668668
17.25,19.78655589142344,20.04006987524318
17.3,19.665847239003334,20.146870950777583
17.35,21.068111400968927,20.34134542101686
17.400000000000002,19.97333351419351,20.49417705222678
17.45,21.154977022225577,20.60463841951591
17.5,20.690536043739577,20.696148569596012
17.55,20.051717121906588,20.649126745434334
17.6,20.321656133444826,20.617576094132705
17.650000000000002,20.802731342171818,20.717616829422756
17.7,20.018371851216642,20.61033179581833
17.75,20.49947362876057,20.765334373557756
17.8,21.467549192022307,20.866143806935348
17.85,20.85437705287224,21.031804170043085
17.900000000000002,21.19982915825321,20.992985805866553
17.95,21.710866329185222,21.09472171214075
18.0,20.56905892015052,21.107565522818806
18.05,21.41001103062456,21.10157567560485
18.1,21.829487490827,21.126200708911078
18.150000000000002,22.160041910235915,21.235592409061166
18.2,20.372105682078548,21.327322996050704
18.25,20.855360524344707,21.38132561113548
18.3,21.065302019149488,21.502402326781276
18.35,20.791940463399616,21.407769311911125
18.400000000000002,21.88367646059446,21.515469038664047
18.45,21.834456047705242,21.709854494690074
18.5,22.643901509958372,21.918455482337542
18.55,21.421970041251576,21.986654837107316
18.6,21.78728225436161,21.887804024654248
18.650000000000002,22.178881615875948,22.010824788816574
18.7,21.933250832635313,21.966214463973028
18.75,21.932123854160363,22.089925224945407
18.8,22.406472960217766,22.2543873860266
18.85,22.58697232499198,22.437607097677763
18.900000000000002,22.55889972327691,22.351793035711935
18.95,23.0806229262002,22.294229749821653
19.0,22.266707741534756,22.559858556942473
19.05,22.420368217537657,22.38907395349781
19.1,22.712084187103237,22.44779474400243
19.150000000000002,22.701374140093115,22.25840151252711
19.200000000000003,22.321929890972523,22.340783663807027
19.25,22.99708766003322,22.57779097320447
19.3,21.89189306725319,22.572499434296212
19.35,21.542587442165658,22.44476660928487
19.400000000000002,22.797308857525394,22.398071829668066
19.450000000000003,21.923699059497544,22.350163636782337
19.5,22.80646241996038,22.14916300695313
19.55,21.950809806578864,22.187750548097263
19.6,21.92954054575032,22.120491031733593
19.650000000000002,22.66134267662616,22.25845286572203
19.700000000000003,21.68105458862109,22.3850482996253
19.75,21.663475810976607,22.444195510472934
19.8,22.465464615261162,22.36452767121609
19.85,22.726772301273353,22.552516021636087
19.900000000000002,22.650860529053983,22.60347410028416
19.950000000000003,23.355820899553198,22.86534681373964
20.0,22.50215298257154,22.756092848054507
20.05,23.138524893823945,22.79755198104591
20.1,22.34454514142432,23.020788493907457
20.150000000000002,23.254093975712546,23.01853552039227
20.200000000000003,22.773379939986683,22.957813369503672
20.25,22.808762928539572,22.763274456953546
20.3,21.823415913516126,22.549622975862764
20.35,23.33249952270518,22.5827562586783
20.400000000000002,22.045966809777934,22.583973695319735
20.450000000000003,22.550264598684034,22.590461729488045
20.5,22.961113735181023,22.756290251477488
20.55,22.552424509923505,22.67369037976252
20.6,23.307299344123592,22.68963131416525
20.650000000000002,22.44683553496038,22.76566864271122
20.700000000000003,22.052956443259504,22.84301687164581
20.75,22.996351660020636,22.78592138621688
20.8,23.229184737114082,22.91526727611245
20.85,22.814945585355993,22.92096015087027
20.900000000000002,23.47036872258139,23.131254435713082
20.950000000000003,23.31599783157434,23.2582288549388
21.0,22.621104186700563,23.217495464987795
21.05,22.913387257029495,23.23582773824777
21.1,22.843551170283654,23.33542127026565
21.150000000000002,23.85314058550862,23.474744146663483
21.200000000000003,23.624043778235695,23.55447096180118
21.25,23.82870231181175,23.536128461363603
21.3,23.00588763626194,23.676849008678058
21.35,22.888097155161653,23.582383176351534
21.400000000000002,23.471709228292966,23.560919953953515
21.450000000000003,23.789292975882034,23.547448633696014
21.5,23.788438612330722,23.480160063106222
21.55,23.265527058147168,23.47053486574568
21.6,23.145845413012463,23.52693962196674
21.650000000000002,22.721264264179286,23.586657618737537
21.700000000000003,23.271429601045668,23.379392458475962
21.75,23.42955300583633,23.396965522771392
21.8,23.629674111044856,23.526405016527015
21.85,23.543413408954198,23.500001817702746
21.900000000000002,23.75222655756976,23.557146940985753
21.950000000000003,24.159388452560027,23.63654657625002
22.0,23.500397537049693,23.616362411717628
22.05,23.189051462919437,23.679983907145576
22.1,23.28996708142317,23.622635541507417
22.150000000000002,23.77045269927427,23.624714406874894
22.200000000000003,23.938202447545248,23.692102942981304
22.25,23.618365579829394,23.676779686550837
22.3,23.40839724695411,23.634722463226666
22.35,24.326982203590493,23.692400524496467
22.400000000000002,23.752768313760487,23.56453453414877
22.450000000000003,23.891711022508982,23.655767977792763
22.5,23.093879015358016,23.543080685855927
22.55,24.136747242661205,23.64501764895766
22.6,23.933799441629606,23.720466722658237
22.650000000000002,23.925029624235023,23.801457150129927
22.700000000000003,23.80063303169471,23.956988907844206
22.75,24.302779591715705,24.07716398482227
22.8,24.284906259115235,24.142149398366012
22.85,24.403150614482016,24.21624200501807
22.900000000000002,24.728729474191915,24.18845856532351
22.950000000000003,24.102623736971665,24.33220567940166
23.0,24.193515960705035,24.484160860208398
23.05,24.016050573805778,24.685421293589112
23.1,24.673810229595592,24.692413969826774
23.150000000000002,24.869599154528537,24.65415064548875
23.200000000000003,24.372084913118353,24.640739865401358
23.25,24.04267319670185,24.676430264876306
23.3,24.731881749877537,24.75939511380561
23.35,25.21750397983322,24.795427895508027
23.400000000000002,25.43249835013514,24.87890420045094
23.450000000000003,25.001579827348703,24.806584117259565
23.5,24.927223776984313,24.863704325470827
23.55,25.135572364555234,24.948660126355826
23.6,24.911060438989345,25.10892528259088
23.650000000000002,25.0963295231701,25.12874881624406
23.700000000000003,25.083601248491714,25.016256967399904
23.75,25.348885188042257,25.11320873606052
23.8,25.393058826111485,25.07494271485984
23.85,24.9543376282386,25.23089952135223
23.900000000000002,25.138158160988066,25.267948966144733
23.950000000000003,25.8939831383921,25.363062195181353
24.0,24.90797326712217,25.322197830511723
24.05,24.9900268030803,25.33651942739681
24.1,25.87305189536981,25.380767558895844
24.150000000000002,25.703470548189507,25.457571014764756
24.200000000000003,26.302853493489813,25.518281227995345
24.25,25.813629734952872,25.479967021282192
24.3,26.287350700302845,25.619509051471507
24.35,25.124034968833215,25.77954770161903
24.400000000000002,24.65258176774,25.68867783224824
24.450000000000003,25.821395432236702,25.58325104405634
24.5,26.02598163477707,25.532864727858495
24.55,26.305993487621247,25.678810973139807
24.6,25.79959416543659,25.845142940430243
24.650000000000002,25.92179810817522,25.70196635379989
24.700000000000003,25.220345036192526,25.877887241742297
24.75,26.463035634264784,25.932406672993732
24.8,25.756150080669826,26.172618789894766
24.85,25.86087860145492,26.331624638339136
24.900000000000002,25.942833953040445,26.353316311678707
24.950000000000003,27.407001756221145,26.382310667706072
25.0,26.395448838462322,26.36167740845981
25.05,26.329754385457615,26.41652548722175
25.1,25.954086078989416,26.449601823094536
25.150000000000002,26.52098423997501,26.4604893180387
25.200000000000003,26.212462218238937,26.71758402365747
25.25,26.17621572771933,26.832453759901036
25.3,27.190241483249846,26.868954528372825
25.35,26.545332611566618,26.833687471591197
25.400000000000002,27.255450302352404,26.902958291092443
25.450000000000003,27.444174883776274,27.049191907291444
25.5,26.812349693776067,27.036761326224354
25.55,27.039848221411308,27.133274168427814
25.6,27.132970915660955,27.124941212782645
25.650000000000002,26.790332652973287,27.203967116285625
25.700000000000003,27.89146986782314,27.50311972389155
25.75,28.054286890966058,27.356466009725448
25.8,27.34609541652347,27.611710743564128
25.85,27.233129726123494,27.683588330380807
25.900000000000002,27.07008679605341,27.55098890666779
25.950000000000003,27.036786814717583,27.56091378650881
26.0,27.36528281885192,27.683277018807804
26.05,28.06303623318028,27.793224071236644
26.1,27.340251098883805,27.71789097059749
26.150000000000002,28.019158386814578,27.862967897811814
26.200000000000003,27.87833443690203,27.843603275141916
26.25,27.49541554026216,27.790458325810608
26.3,27.714212653673666,27.824426028027755
26.35,27.366936763582697,27.850996559058743
26.400000000000002,28.22333864276243,27.83242271797285
26.450000000000003,27.665509834672598,27.824592529385388
26.5,28.068237938352006,27.90794682936161
26.55,27.82136267733337,28.088509709568473
26.6,28.500229149525794,28.113688975901667
26.650000000000002,28.30309972159222,28.148058176765304
26.700000000000003,27.82661899578238,28.196254343151946
26.75,28.542017523885097,28.267855133917898
26.8,28.632949198622136,28.307534517137665
26.85,28.840304782404214,28.361976497823267
26.900000000000002,27.485921541563982,28.15417765645361
26.950000000000003,27.727382717783502,28.128939720050347
27.0,28.44213648367438,28.17149161833942
27.05,28.747820101294955,28.249517479721423
27.1,27.8397830396284,28.31880915809718
27.150000000000002,27.94733949125598,28.271885146330654
27.200000000000003,27.88482520939173,28.34805380535552
27.25,28.264831352628214,28.35031080629675
27.3,28.50266537827436,28.512037644496182
27.35,29.195002836123596,28.626706171023482
27.400000000000002,28.57327798015973,28.670311089557085
27.450000000000003,28.63861687613102,28.667788343311223
27.5,28.688763736498075,28.770048311341437
27.55,29.13881986769397,28.78605087468431
27.6,28.86377065335333,29.036497342552085
27.650000000000002,29.354931636148997,29.11327498365578
27.700000000000003,28.960328497006817,29.330045958828503
27.75,29.182792569092374,29.38915760035269
27.8,29.664377950401448,29.474961956120293
27.85,29.129696241207725,29.412596885458306
27.900000000000002,30.401604963380517,29.35986116290222
27.950000000000003,29.84513556067671,29.421659782018622
28.0,29.630063896179614,29.38522699407135
28.05,28.874392815729568,29.497617862903432
28.1,29.940750007496487,29.543081215359614
28.150000000000002,29.89745180650044,29.72624552278986
28.200000000000003,29.27384260093243,29.643284280823455
28.25,29.76884291454531,29.789185703325828
28.3,30.339515488134968,29.88707771741262
28.35,29.506947819462017,29.680335630271074
28.400000000000002,29.989370865475557,29.523605546013183
28.450000000000003,29.588657951490273,29.746937472489925
28.5,29.920906313877996,29.76373974201271
28.55,29.984537388352766,29.960004476447896
28.6,29.971353973848238,29.98733664957825
28.650000000000002,30.1608615175625,29.906153855369926
28.700000000000003,30.044232496092647,30.009620009838805
28.75,29.49377292431607,30.00617740130839
28.8,29.828311383504072,30.106768741452402
28.85,30.015975661296906,30.215221417262068
28.900000000000002,30.64397223669863,30.31313707896113
28.950000000000003,30.267302574534266,30.16028398281115
29.0,30.174655899160932,30.098115827458617
29.05,29.17418883782934,29.973446178150848
29.1,29.825339497581005,30.122857837165046
29.150000000000002,30.105939526501846,30.238597556958798
29.200000000000003,30.449934265584815,30.374971235980766
29.25,30.56521978725968,30.319731167870643
29.3,29.90821233105158,30.50104906860092
29.35,29.75357027948493,30.40496722638482
29.400000000000002,30.693181285147514,30.45355258526076
29.450000000000003,30.45683284241094,30.630720127607944
29.5,30.825050160045013,30.834757837941247
29.55,30.53317719343951,30.8411425592111
29.6,30.153781390039494,30.873486415824786
29.650000000000002,30.89995437642987,30.88985304439417
29.700000000000003,31.077247461229877,31.101735777864658
29.75,31.50198741684938,31.276624068888136
29.8,31.261404599239487,31.315580388217647
29.85,31.41628888740167,31.366469549491764
29.900000000000002,31.428729298331163,31.646090328411216
29.950000000000003,31.541251991388336,31.634607317235524
30.0,32.02466900673941,31.61731482621723
30.05,31.10855696494734,31.96250252486613
30.1,31.80435104079849,31.998947160570307
30.150000000000002,32.42915479478841,32.136883787702196
30.200000000000003,32.32065020102161,32.30831948380841
30.25,32.772760809293004,32.24842575898319
30.3,32.71077151494138,32.43979731970032
30.35,32.38512491808633,32.59589837281826
30.400000000000002,32.647056633281686,32.62701778772464
30.450000000000003,32.19999746152572,32.62333861276241
30.5,33.32941373106056,32.554667096116965
30.55,32.72790959741555,32.50380875150325
30.6,32.26937764037622,32.297842268983494
30.650000000000002,31.792162979190696,32.40888385203503
30.700000000000003,32.370769611887,32.45573145657287
30.75,32.94337081199707,32.52720019765395
30.8,33.06120607876378,32.60208967840356
30.85,32.988220317849894,32.750765207920765
30.900000000000002,32.80913329854078,32.73118099374025
30.950000000000003,32.73827164915249,32.79831839747678
31.0,32.81688041956395,32.86715647402141
31.05,33.05905984874174,32.70307213004657
31.1,32.49195038833355,32.71768277493948
31.150000000000002,32.52950823034985,32.86222598149433
31.200000000000003,31.815016517066706,32.80865683733838
31.25,33.12760801073048,32.88525355395433
31.3,33.06606019926147,32.899548258490036
31.35,33.36927450864206,32.940313463576835
31.400000000000002,32.844412050569446,32.961059243257004
31.450000000000003,33.57555600891758,33.20299032706103
31.5,33.516955416308654,33.27892715356627
31.55,33.54671242841537,33.235870392504175
31.6,33.29516379108054,33.273747638494164
31.650000000000002,33.14183412400836,33.42468507516429
31.700000000000003,33.43141270674149,33.44604515910878
31.75,33.5701104060251,33.54428665500053
31.8,33.60840373926553,33.66485973670827
31.85,33.537962060694355,33.824293218635056
31.900000000000002,33.66696523560864,33.94832995403787
31.950000000000003,33.76377456769534,34.00213849754045
32.0,33.61585141268365,34.11093897385002
32.050000000000004,34.64553356555716,34.1348143750299
32.1,33.95552716875185,34.16622168236501
32.15,34.30129521900193,34.16023946376918
32.2,34.14123331452387,34.317075571674906
